duration,src_bytes,dst_bytes,packet_count,service_count,hour,protocol,service,congestion
6.701513149772795,1526,83,16,4,22,TCP,http,0
5.607309261231093,1440,433,19,6,23,TCP,http,0
3.0856446441654457,0,0,30,2,14,TCP,http,0
2.85481118150495,1190,0,19,2,16,ICMP,http,0
2.3535111027935947,1233,1487,27,3,10,TCP,http,0
2.560961549266455,4845,2776,56,2,8,TCP,dns,1
3.0823575151733604,230,302,20,3,13,ICMP,smtp,0
4.488724824087309,461,1417,30,3,21,TCP,ftp,0
0.779701908994228,2100,1204,18,1,0,TCP,http,0
4.219429635489015,946,1295,25,2,22,UDP,dns,0
8.586608534045334,807,729,21,2,22,TCP,ftp,0
2.3589483297075993,730,351,18,6,23,TCP,http,0
6.692118308931198,3892,2666,72,8,19,TCP,ftp,1
1.8752982567482839,1254,604,25,2,10,TCP,dns,0
1.0859558053927127,615,658,21,2,22,TCP,dns,0
0.5153964977584813,5333,2181,60,7,7,TCP,other,1
3.3154996410326874,1197,276,30,4,21,TCP,http,0
2.9102027570159383,0,317,13,6,4,TCP,dns,0
0.5867305590331515,4198,2923,64,2,17,UDP,http,1
4.353481340699101,1492,800,13,3,4,TCP,other,0
1.2029044134544142,1281,1484,20,0,10,TCP,http,0
6.992121838607092,5255,2718,51,4,17,TCP,http,1
10.63175079430162,923,0,17,1,10,TCP,other,0
0.13689542646190275,1767,567,16,4,3,UDP,http,0
1.6944373161720236,0,1116,6,4,1,TCP,smtp,0
12.268072951370227,1004,0,13,5,10,TCP,other,0
1.2494905308192636,594,861,12,1,1,TCP,http,0
0.3224187497215809,5376,3708,47,5,9,TCP,ssh,0
6.705241027113084,1459,1583,14,3,13,TCP,http,0
6.830130539505113,1229,1137,21,4,4,ICMP,ssh,0
1.6667041750538432,1290,1469,21,1,14,TCP,other,0
10.118423690036199,0,1158,26,1,22,TCP,other,0
14.021050006274747,1647,0,19,7,22,TCP,http,0
1.8912874257259766,1006,1577,14,1,15,TCP,dns,0
3.486239934775642,190,840,19,3,2,TCP,smtp,0
0.3749145060138143,5012,2911,51,3,8,TCP,http,1
1.4522669419124656,1816,678,16,1,21,TCP,http,0
1.109154153629293,732,1444,18,6,14,TCP,http,0
2.1925049486813646,4694,3185,64,4,7,ICMP,dns,1
2.0721758699824178,0,1528,19,2,5,TCP,smtp,0
5.573303163611762,1036,1467,22,5,15,TCP,http,0
1.2124054733752319,4984,2733,58,2,7,TCP,http,1
6.47363015603435,1015,920,16,2,11,TCP,http,0
4.267315889951404,840,432,15,4,14,TCP,http,0
4.188368427808805,1618,283,19,3,5,TCP,http,0
5.375021365651883,219,486,20,4,16,UDP,other,0
2.4133377949269788,2125,1058,20,2,1,TCP,http,0
5.8730325190724875,5509,1692,68,3,9,TCP,http,1
2.744353447149121,530,229,20,2,5,ICMP,http,0
17.547654123757184,4262,3261,44,0,17,ICMP,smtp,0
3.0458100165250697,520,1353,21,0,4,TCP,ftp,0
0.4772376369136527,1785,919,16,4,4,TCP,smtp,0
2.2655804227366634,0,636,26,2,23,TCP,other,0
6.125339988424346,2449,350,26,8,2,UDP,http,0
3.9617954761162073,1046,1462,20,2,12,UDP,smtp,0
8.124801857382185,5074,3313,75,3,9,TCP,http,1
12.449931333875396,647,902,20,4,6,ICMP,http,0
6.4390250575515156,5372,2891,57,3,18,TCP,ssh,1
2.6402089834333244,0,1040,25,1,13,TCP,smtp,0
0.41143125281223863,0,124,22,5,12,TCP,http,0
1.1875420927250009,1505,850,19,3,4,TCP,http,0
5.4561761521853835,808,914,19,1,13,TCP,http,0
3.7136644367856184,1360,604,18,6,23,UDP,http,0
2.465290921921524,1870,1100,13,0,23,ICMP,dns,0
2.0748071590562627,6411,2896,67,7,8,TCP,http,1
0.9566995072480804,1170,0,17,6,1,ICMP,http,0
11.954992964204575,0,907,14,4,5,TCP,http,0
4.778897297023402,1721,150,10,2,13,TCP,http,0
6.443853424624999,4324,3271,48,4,9,TCP,ssh,0
2.2795254832171583,1181,1173,21,0,22,UDP,ssh,0
0.5594615467492613,1803,305,30,4,11,ICMP,http,0
8.176175062347346,1304,430,15,6,14,TCP,http,0
8.331877613385922,1072,638,22,3,13,UDP,http,0
3.278790734443019,157,417,15,0,5,TCP,ssh,0
12.661563887423327,1229,1048,26,3,16,TCP,http,0
0.9947288216066389,389,771,15,6,5,TCP,http,0
3.407698029870923,965,1387,23,2,2,TCP,http,0
2.7237300573680594,139,868,23,6,20,TCP,http,0
1.5047481052486815,1350,974,22,1,0,TCP,ssh,0
6.905286810881464,1577,1569,27,4,15,TCP,smtp,0
3.3633566303658644,1007,387,26,1,20,TCP,http,0
5.933744793007884,332,156,21,2,6,TCP,http,0
1.3201168129897292,21,1001,21,7,11,TCP,http,0
2.0915498071268175,1533,797,19,1,10,TCP,http,0
2.0417312774562606,477,297,19,5,16,TCP,http,0
4.573737019878233,4788,3880,62,1,17,TCP,http,1
5.498085937516675,2791,941,17,3,4,TCP,smtp,0
2.78085377562941,701,1574,16,4,3,TCP,http,0
11.716213596690709,1712,823,24,2,5,UDP,smtp,0
7.0345902750602445,1134,574,17,4,12,TCP,http,0
5.612978210517165,4649,3101,68,6,9,TCP,ftp,1
4.996965215794203,1325,476,21,2,0,TCP,http,0
14.2075776920426,746,324,27,4,12,ICMP,dns,0
0.8083367956123616,4849,4020,61,5,19,UDP,smtp,1
1.2130494095217013,1385,19,15,2,3,TCP,http,0
2.610157336567105,821,723,18,1,11,TCP,http,0
0.05584764181255464,1033,1165,16,4,3,ICMP,http,0
4.672239641286899,1332,617,18,3,10,TCP,http,0
2.720603804551201,143,713,14,1,13,UDP,smtp,0
7.729797018570979,4775,3067,64,4,17,TCP,http,1
0.09070800787128507,0,190,14,1,0,TCP,http,0
0.22566756504197388,1009,565,16,1,5,TCP,smtp,0
0.7891631772099682,1079,2000,23,1,21,TCP,ftp,0
9.438141930358942,345,1060,16,4,2,ICMP,smtp,0
1.1368353866800265,918,216,28,4,23,TCP,smtp,0
1.4401620058260105,232,309,28,6,12,UDP,ftp,0
7.889403803584475,1500,897,25,4,13,TCP,http,0
5.225256370243989,4858,2594,56,3,7,TCP,smtp,1
16.520918063251685,0,823,19,3,1,UDP,http,0
8.07237019003077,1629,629,10,4,15,TCP,http,0
9.435216559597196,4036,3147,67,3,9,TCP,http,1
47.19464767382349,4265,3451,66,3,9,UDP,ssh,1
0.06782098529075675,1984,392,27,4,11,UDP,ftp,0
10.175090691354654,5883,2823,54,3,19,ICMP,dns,1
7.4045985818594415,4386,2677,57,1,18,TCP,ssh,1
3.4713505803734455,4468,2711,63,4,17,TCP,ssh,1
2.145157467847073,1625,0,19,0,4,TCP,http,0
4.810671634102457,6062,3139,64,3,9,UDP,dns,1
2.2618891134084813,1895,209,18,2,1,TCP,ssh,0
4.867990842021151,723,902,18,5,12,TCP,ftp,0
2.4748289276052406,0,1545,20,2,16,ICMP,ftp,0
0.7258419161488111,1355,834,19,5,23,TCP,http,0
1.4541549636425861,0,542,17,3,22,TCP,ftp,0
2.4412093721421497,2151,1209,23,6,15,UDP,dns,0
2.2430229305504086,64,1724,18,6,16,TCP,http,0
9.01083778922748,866,1194,9,4,15,ICMP,ftp,0
19.339653519690216,4713,2857,50,1,17,TCP,http,0
0.32509509884722265,959,695,21,1,0,ICMP,http,0
13.033172431772806,1328,603,19,2,3,TCP,dns,0
0.03617812218689034,1053,274,19,2,15,UDP,http,0
8.511400876838852,1541,754,19,2,11,TCP,other,0
3.1529094705688805,1922,579,28,5,2,TCP,ftp,0
10.525876701072422,4611,2956,57,0,7,TCP,http,1
2.1494802461392375,433,471,23,8,12,TCP,ssh,0
3.5792153836393186,154,0,19,3,12,TCP,ssh,0
3.610712303137652,0,0,18,0,11,UDP,ftp,0
3.43761189702596,483,292,16,3,13,UDP,http,0
3.8904304475829177,772,377,13,0,2,UDP,http,0
2.6583268158486035,1703,819,14,3,13,TCP,http,0
3.1906348437153564,1013,422,16,0,15,TCP,http,0
4.278530858169287,389,0,16,2,2,UDP,ssh,0
6.740345820866123,1127,761,23,2,14,ICMP,http,0
8.85772110804817,1037,1500,11,2,6,TCP,http,0
0.7051568814748757,0,890,23,1,10,UDP,http,0
1.075029403803506,0,351,21,0,11,UDP,http,0
19.703254508803948,4520,3520,69,2,8,UDP,smtp,1
2.9308781543401365,749,1550,17,4,2,UDP,http,0
1.0477053421816678,912,391,24,4,0,TCP,ftp,0
11.751114803322878,433,1042,20,4,3,TCP,http,0
5.124927528681749,5218,3794,46,1,7,TCP,http,0
0.6291796185309944,5685,2051,56,2,8,TCP,http,1
14.371150636365735,204,479,16,1,1,TCP,ftp,0
1.673733193040439,5584,2888,63,5,8,TCP,other,1
6.605628950849114,693,841,25,6,23,TCP,ssh,0
3.9903756961266543,2133,782,14,5,1,UDP,http,0
5.54094306497523,100,809,17,1,15,TCP,dns,0
6.7358398040798955,827,932,20,0,2,TCP,ssh,0
0.2246065541974153,705,864,22,3,22,UDP,smtp,0
1.8318012197030118,0,989,17,6,2,TCP,ftp,0
1.827351012126402,610,1274,22,3,20,TCP,ssh,0
2.5172587459194213,2045,525,27,1,13,TCP,http,0
1.6110445556818114,0,0,23,2,22,TCP,ftp,0
3.855983700080337,2075,1992,16,1,14,TCP,ssh,0
1.185253636393438,586,1144,25,3,5,UDP,http,0
2.592339501276269,561,615,18,3,20,TCP,smtp,0
2.0959284936142684,1022,1238,13,0,0,TCP,http,0
8.846378801529147,5294,4149,47,4,7,TCP,dns,0
0.996363130035852,949,1236,22,4,4,ICMP,dns,0
1.9142314467045172,204,1693,17,0,3,TCP,http,0
7.62070181550352,1458,1294,10,6,22,ICMP,ssh,0
0.5484272288105253,545,937,16,4,0,TCP,http,0
2.531277144267999,904,126,33,1,6,TCP,http,0
1.0214220858129774,1238,1475,23,8,22,UDP,http,0
6.339931009243024,5194,3632,51,3,9,TCP,other,1
1.1410377438575225,1546,548,15,3,2,TCP,http,0
0.6000780582166506,1815,639,23,2,2,UDP,http,0
1.3073225504174344,776,289,11,8,22,UDP,http,0
0.589151899757162,1449,862,26,5,23,TCP,http,0
2.2619300999142435,1513,550,20,3,13,UDP,smtp,0
3.2219916330104454,1687,140,20,4,12,TCP,http,0
1.5916933053288564,515,458,20,6,23,TCP,http,0
5.970133023472618,1186,0,17,4,10,UDP,http,0
10.460301285591783,4296,3014,54,5,17,TCP,http,1
1.4691321087012297,0,1010,21,3,10,TCP,http,0
0.5707514456923475,1976,323,17,2,16,TCP,other,0
9.400584224533064,6024,2976,63,2,7,TCP,ftp,1
2.1863588592261354,1601,589,21,3,1,TCP,other,0
5.0969850377094845,927,527,17,2,6,UDP,dns,0
7.463595985794547,1031,1503,16,5,1,TCP,other,0
5.923109976519826,0,0,20,4,4,TCP,http,0
3.184677533924861,884,709,24,2,23,UDP,http,0
1.2183755571377843,5305,2675,62,6,18,TCP,other,1
14.111405540615046,0,805,16,1,13,TCP,http,0
14.36390384541472,4641,3365,58,2,8,UDP,ssh,1
2.1262207925768846,535,874,22,2,4,UDP,http,0
5.5398294435692375,1273,1474,27,2,22,TCP,http,0
1.3111053438807752,0,1565,14,2,12,TCP,dns,0
9.05698963411249,4909,3356,47,4,18,TCP,http,0
6.844959037173886,505,355,14,4,0,TCP,http,0
2.071175980227401,327,585,19,3,13,TCP,http,0
0.9761344527588304,1001,242,23,5,13,UDP,http,0
7.044304178700972,1674,839,14,3,5,TCP,dns,0
0.2509197261056777,1378,1093,19,3,6,UDP,ftp,0
0.8250715143377393,824,0,24,3,0,TCP,ssh,0
7.9494006087644395,269,566,19,1,16,TCP,http,0
21.35759881450447,4165,2503,50,4,19,TCP,other,0
3.0947975158038115,1021,1347,20,2,0,TCP,http,0
5.408240381314887,1094,529,13,1,22,UDP,ssh,0
1.2428940411435188,688,800,14,3,20,TCP,other,0
10.49244785718074,314,25,16,5,2,ICMP,http,0
18.949992399902605,3729,2628,65,4,19,UDP,http,1
0.2122471490118858,1149,1171,15,0,4,TCP,dns,0
17.76215163656017,5909,3455,55,1,8,UDP,dns,1
0.7663408360439193,2165,744,19,6,10,TCP,other,0
7.283735542104442,1356,515,16,3,1,TCP,ftp,0
19.939592026986876,6371,2522,63,1,7,ICMP,dns,1
1.386549281316726,413,741,20,1,16,TCP,ftp,0
0.5640567980850814,1887,396,15,2,11,TCP,ftp,0
41.83513599547278,5092,2670,56,2,19,TCP,ftp,1
1.5683761146972148,1329,694,16,0,3,TCP,smtp,0
1.1443094713968711,995,1004,22,1,4,UDP,http,0
3.6970461682228706,1751,469,16,0,6,TCP,ssh,0
7.056829399371835,699,427,22,2,20,ICMP,ftp,0
16.805528655809738,5452,3326,58,3,7,ICMP,http,1
0.8295245038053486,4824,2464,57,6,8,TCP,other,1
8.327227365012718,1022,1304,21,4,5,TCP,dns,0
7.438391177215289,938,680,10,1,12,UDP,ftp,0
8.42757085973609,142,789,16,4,5,TCP,http,0
9.188384135231757,2409,1626,19,3,0,UDP,http,0
13.483787889608239,1523,843,23,4,11,UDP,dns,0
3.251442624765147,2020,1131,19,1,4,ICMP,http,0
1.0426953999751334,4587,2867,62,4,19,TCP,http,1
1.2429452022978125,2414,842,17,3,15,ICMP,http,0
1.9990449555166545,770,349,16,5,21,TCP,http,0
4.938836016611389,0,773,18,2,10,ICMP,http,0
19.84320111495183,881,728,19,0,0,TCP,ssh,0
37.1274258024164,5106,3160,72,6,7,TCP,dns,1
4.3919391699561485,2047,886,30,4,23,TCP,http,0
1.18478195849997,2984,627,15,5,3,UDP,http,0
0.5258286246260888,6158,2858,74,5,18,ICMP,http,1
2.398851507932758,2711,0,15,5,12,TCP,dns,0
2.9723297269982294,723,165,30,1,0,TCP,smtp,0
0.6810247209869859,329,286,18,3,12,TCP,ftp,0
7.202758433414627,1568,1163,21,3,15,UDP,http,0
7.941823839140954,4801,2391,67,3,9,TCP,http,1
20.29382867700189,4770,2953,64,2,8,ICMP,http,1
7.790134819102782,5764,2840,52,2,7,TCP,http,1
3.2907355816580783,1445,692,24,3,6,TCP,dns,0
1.3205375129319332,1885,244,21,3,20,TCP,other,0
8.15759820446232,3819,3303,45,3,8,TCP,http,0
0.8566856548856517,1587,475,15,8,16,TCP,http,0
1.2293856310253346,1329,0,18,2,11,ICMP,http,0
6.657768948836176,1397,1119,14,1,11,TCP,http,0
1.4211087845482586,1207,934,21,2,20,UDP,ssh,0
1.812951223463501,2413,67,18,3,11,TCP,http,0
4.726643610633055,0,804,19,5,23,TCP,http,0
15.04393841689004,1002,1353,16,4,3,TCP,http,0
7.9931501369941,1258,831,23,3,22,TCP,ftp,0
5.087544497467385,0,564,14,5,23,TCP,http,0
2.511270231983201,987,1294,19,3,3,TCP,other,0
0.1277107826699792,296,0,17,2,6,TCP,http,0
25.149330253378068,4746,2438,62,3,7,TCP,http,1
5.455041048300234,803,714,21,1,14,TCP,other,0
8.185505258381045,5465,3365,68,6,17,TCP,ssh,1
25.351367981729272,0,499,23,4,6,UDP,http,0
0.7500313946498612,1064,589,18,3,6,ICMP,http,0
3.2181295672980097,265,707,34,3,3,UDP,http,0
1.8868653551226304,814,1270,25,3,14,TCP,smtp,0
6.378723502099179,1361,1195,24,4,1,TCP,http,0
6.169698872449532,1089,1157,27,6,0,UDP,http,0
3.0276460471230267,1249,701,21,0,4,ICMP,ftp,0
1.8681829376261854,4660,2711,76,4,18,TCP,ftp,1
8.50009868010732,5250,2899,69,1,17,TCP,ssh,1
1.8354862376474341,263,544,23,2,14,UDP,http,0
0.8135160407312063,1026,1161,20,2,21,TCP,http,0
7.612259931381051,1317,1284,12,4,11,UDP,dns,0
0.9655185238295219,688,436,21,4,23,UDP,http,0
33.85661082023779,5303,2387,64,2,17,TCP,http,1
2.9340677335594907,530,1148,19,1,22,TCP,http,0
8.16881289854425,767,799,13,1,12,UDP,other,0
4.9906063638855445,1409,366,22,6,13,TCP,http,0
0.6382373704198364,677,1023,23,7,11,TCP,dns,0
4.043788852707006,2932,2937,71,6,7,UDP,dns,1
1.8383495392112432,5099,3796,65,2,9,TCP,http,1
4.174176879068399,719,1744,20,1,20,TCP,dns,0
1.533011533451061,260,846,25,4,12,UDP,http,0
3.826424923972044,5275,3346,63,4,17,TCP,http,1
5.386432091428309,3838,3032,54,1,8,TCP,ftp,1
2.2334258272105476,860,0,17,2,11,TCP,http,0
6.39937739434991,4845,3156,74,4,19,TCP,ssh,1
9.833477254233408,4717,2609,61,2,8,TCP,http,1
0.6629925869425882,0,1071,24,7,0,TCP,dns,0
2.508678490820343,2133,338,18,0,14,TCP,http,0
0.23840887604368965,1273,794,21,3,3,TCP,http,0
4.189702744936551,77,726,21,4,0,TCP,other,0
2.4434912718265993,1020,934,11,2,22,TCP,ssh,0
9.461885864519688,1354,712,20,3,22,TCP,http,0
3.408577586079695,965,102,19,0,6,TCP,http,0
12.175109043043175,408,421,17,0,5,TCP,http,0
2.544926569599876,1446,508,17,4,15,TCP,http,0
57.252097221859486,3802,4315,61,1,17,UDP,ssh,1
11.76396751599107,538,989,16,3,10,TCP,smtp,0
10.200727952523529,494,753,16,3,13,TCP,http,0
0.4854871589194288,1518,763,22,0,10,TCP,http,0
15.12525968439503,2203,619,16,3,5,UDP,dns,0
7.515638356022559,1267,657,16,3,22,TCP,http,0
5.831485099498433,0,401,20,3,15,TCP,dns,0
7.6147996709111,654,211,9,1,10,TCP,http,0
5.786677048472095,661,465,13,5,5,ICMP,http,0
5.225839350078103,0,0,27,2,10,TCP,http,0
4.777312896022166,1040,641,26,1,16,TCP,ftp,0
2.5881166408808127,902,493,26,7,6,TCP,http,0
4.427521274008936,4640,3048,55,0,17,TCP,http,1
3.080638516462013,171,78,13,3,13,TCP,ftp,0
5.96329833799832,1240,223,25,1,3,TCP,ssh,0
0.25737498128440034,613,912,16,5,14,TCP,dns,0
0.8543788213936685,103,761,23,2,21,TCP,ssh,0
2.8006467504326498,0,1005,24,6,10,TCP,ftp,0
1.292093355997354,701,471,16,1,23,TCP,other,0
4.442848656900873,151,38,21,2,21,TCP,dns,0
3.9848242029031122,2473,832,14,3,21,TCP,http,0
2.9548324449159638,0,1187,18,4,14,TCP,smtp,0
8.817289000658668,0,148,28,2,5,TCP,http,0
11.339376743081885,1146,774,22,2,20,ICMP,other,0
13.161277681855978,4932,2717,73,2,19,TCP,other,1
1.9439574872427512,6372,2439,71,3,17,TCP,http,1
6.104047752978234,6822,3170,64,2,18,TCP,http,1
6.694588764480231,2067,1289,23,4,3,TCP,ssh,0
5.7932021568560295,950,1045,34,1,0,UDP,ftp,0
0.8442669406283159,1496,1004,20,6,3,TCP,http,0
1.503967109352188,0,836,20,4,1,TCP,ftp,0
9.513666128403749,6376,2414,57,1,17,TCP,http,1
3.3308995738529346,0,622,22,5,3,TCP,http,0
4.671386108949054,5324,2898,54,2,18,TCP,ssh,1
3.0356698121290124,58,1774,28,6,11,UDP,http,0
0.37114358915436285,1407,0,13,2,12,TCP,http,0
6.266406409034503,4498,3271,60,6,17,TCP,ssh,1
0.15552383136494746,884,571,22,2,5,TCP,http,0
2.1280016402817177,631,155,25,0,11,UDP,ftp,0
1.0361300305268286,1145,1291,14,1,14,TCP,other,0
20.672599859491953,5591,3590,51,1,8,UDP,ssh,1
1.6772583158610233,3797,3000,51,2,18,TCP,ftp,1
4.122638660452932,4592,2838,66,4,17,TCP,smtp,1
11.778136029809875,5275,3224,69,1,8,UDP,dns,1
4.833102558180817,719,558,23,3,11,TCP,http,0
6.796409295271005,5865,3132,60,2,9,TCP,http,1
11.19394310295997,3046,3373,68,3,8,TCP,ssh,1
2.028738671528155,496,0,20,5,3,TCP,http,0
1.9164492811090381,1106,914,15,4,3,TCP,other,0
7.460980660661951,1136,347,16,4,10,UDP,smtp,0
1.458062929590138,2197,802,29,1,2,UDP,http,0
5.662178896082318,0,1157,20,6,5,TCP,http,0
1.7828945860855945,762,209,27,2,23,TCP,other,0
1.4646587158201767,0,512,21,5,4,TCP,http,0
2.839558671028664,106,373,21,3,23,TCP,http,0
3.8398293767657856,225,822,19,3,3,TCP,smtp,0
1.9972219928787187,0,412,19,3,22,TCP,http,0
4.551169565436179,1439,299,21,0,3,TCP,http,0
2.3119714466303303,1707,470,16,0,0,TCP,http,0
9.277195460421172,4083,3182,64,5,18,TCP,http,1
